seq,s3,s4,s5,s6,s7,s9,s11,s13,s14,s15,s16,s17,s18,s19a,s19b,s19c,s19d,s20,s23a,s24a,s25a,s26a,s27a,s30a,s30c,s31a,s31c,s32,s33,s34,s35,s39,s40,s41,s42,s43,s44,s45,s46,s47,s48,s49,s50,s51,s52,s53,s54,s55,s56,s57,netw,uria,rtdum,bd,mi,old,vr,school,chval,dnotown,dprop
2737,1,1,1,175,0,1120,0,1,5.0,1,2.0,84.0,0.0,,,,,1,1,0,7.0,25.0,0,3033,0,3519,0,1876.0,275.0,0.0,570.0,1.0,1,15,2,1,0,29.0,36.0,2,360,,366.0,2,0,0,N,0,0,2.0,630.0,3.2,0,0,1,0,1,16.0,179.4484,0,0
2738,1,1,1,160,0,1120,0,1,5.0,1,2.0,999999.4,0.0,,,,,1,1,3,25.0,0.6,0,9955,0,9955,0,1991.0,270.0,0.0,24.0,1.0,1,20,1,1,0,20.0,23.0,2,180,,262.0,2,0,0,N,0,0,1.0,81.0,1.8,0,0,1,1,1,16.0,179.4484,0,0
2739,1,1,1,122,0,1120,0,1,1.0,1,2.0,60.0,0.0,,,,,1,0,0,10.0,10.0,0,2058,2559,2058,2559,1387.0,140.0,0.0,10.0,2.0,1,7,2,1,0,29.0,30.0,2,360,,140.0,2,1,0,Y,0,0,3.0,18.0,4.3,0,1,1,0,0,12.0,266.1145,0,0
2740,1,1,1,187,0,1120,0,1,5.0,1,2.0,96.0,0.0,,,,,1,1,1,7.0,7.0,0,7500,0,7500,0,2118.0,258.0,0.0,84.0,1.0,1,22,1,1,0,27.0,29.0,2,360,,270.0,2,0,0,N,0,0,3.0,103.0,1.8,0,1,1,0,0,16.0,191.3909,0,0
2741,1,1,1,95,0,1120,0,1,5.0,1,2.0,48.0,0.0,,,,,1,1,2,20.0,20.0,0,3072,650,3072,650,1349.0,147.0,0.0,65.0,1.0,1,11,1,5,0,36.0,39.0,2,180,,147.0,2,0,0,N,0,0,3.0,174.0,3.9,0,0,1,1,1,12.0,215.1557,0,0
2742,1,1,1,110,1,1120,0,1,5.0,1,2.0,48.0,0.0,1,1.0,3.0,,1,1,0,7.0,7.0,0,2431,1820,2431,1820,1128.0,116.0,0.0,5.0,2.0,0,20,2,6,1,26.0,36.0,1,360,,116.0,1,0,0,N,0,0,999999.4,3.0,4.3,0,1,1,1,1,12.0,184.8615,0,0
2743,1,1,1,36,0,1120,0,1,8.0,0,4.0,36.0,0.0,,,,,1,0,0,10.0,0.6,0,3166,0,3166,0,577.0,45.0,0.0,19.0,1.0,1,20,1,1,0,16.0,28.0,1,360,,45.0,1,0,0,N,0,0,2.0,25.0,3.2,0,1,1,1,1,15.0,184.8615,0,0
2745,1,1,1,113,0,1120,0,1,5.0,0,1.0,84.0,0.0,,,,,1,1,0,7.0,7.0,0,3416,2816,3416,2816,1279.0,125.0,0.0,24.0,1.0,1,19,2,1,0,18.0,38.0,2,360,,129.0,2,1,0,N,0,0,2.0,100.0,1.8,0,0,1,0,0,18.0,231.5753,0,0
2746,1,1,1,100,0,1120,0,1,5.0,1,2.0,47.0,0.0,,,,,1,1,0,40.0,40.0,1,1376,0,3907,0,1016.0,187.0,0.0,303.0,1.0,1,5,1,5,0,26.0,26.0,2,360,,199.0,1,0,0,N,0,0,2.0,505.0,3.2,0,0,1,1,0,16.0,207.5142,0,0
2747,1,1,1,119,0,1120,0,0,3.0,1,2.0,45.0,0.0,,,,,1,1,0,7.0,4.0,0,2348,1406,2348,1406,1135.0,125.0,0.0,7.0,1.0,1,31,1,5,0,30.0,44.0,2,360,,130.0,1,0,0,N,0,0,2.0,39.0,3.9,0,1,1,0,0,16.0,220.4212,0,0
2748,1,1,1,126,0,1120,0,0,3.0,1,2.0,49.0,0.0,,,,,1,1,3,10.0,0.5,0,3786,333,3786,333,1346.0,171.0,0.0,10.0,1.0,1,18,2,6,1,32.0,34.0,2,360,,174.0,2,0,0,N,0,0,2.0,22.0,3.2,0,0,1,0,0,22.0,219.6162,0,0
2749,1,1,1,114,0,1120,0,1,5.0,1,2.0,63.0,0.0,,,,,1,1,1,18.0,18.0,0,3783,1474,3783,1474,1092.0,120.0,0.0,15.0,1.0,1,13,2,5,0,21.0,34.0,2,360,,130.0,1,0,0,Y,0,0,2.0,53.0,3.2,0,1,1,1,0,16.0,220.4212,0,0
2750,1,1,1,120,0,1120,0,1,5.0,1,2.0,54.0,0.0,,,,,1,1,0,24.0,24.0,0,2891,0,4467,0,1273.0,150.0,0.0,34.0,2.0,1,37,2,6,0,29.0,38.0,2,360,,153.0,2,0,0,N,1,0,2.0,53.0,3.1,0,1,1,1,0,12.0,225.9875,0,0
2751,1,1,1,115,0,1120,0,1,5.0,1,2.0,51.0,0.0,,,,,1,1,4,15.0,2.0,0,3987,0,4230,0,1266.0,200.0,45.0,2.0,1.0,1,11,4,6,1,29.0,38.0,2,360,,217.0,2,0,0,Y,0,0,2.0,24.0,10.6,0,0,1,1,0,13.0,230.282,0,0
2752,1,1,1,119,0,1120,0,1,5.0,0,1.0,63.0,0.0,,,,,1,0,0,9.0,9.0,0,2064,3167,2084,3167,1135.0,125.0,0.0,52.0,2.0,1,27,1,1,0,21.0,35.0,2,360,,130.0,1,0,0,N,0,0,2.0,230.0,3.1,0,1,1,0,0,12.0,220.4212,0,0
2753,1,1,1,104,1,1120,0,1,5.0,1,2.0,92.0,0.0,3,,,,1,1,0,999999.4,999999.4,0,860,0,7660,0,1081.0,130.0,0.0,1.0,1.0,0,19,2,6,0,14.0,16.0,2,360,,130.0,1,0,0,N,1,0,2.0,38.0,3.6,0,0,1,1,0,12.0,219.6162,0,0
2754,1,1,1,180,0,1120,0,1,5.0,1,2.0,117.0,0.0,,,,,1,1,0,8.0,2.0,0,5000,1833,7901,1833,1959.0,185.0,0.0,29.0,1.0,1,24,2,6,0,20.0,31.0,1,360,,242.0,2,0,0,N,0,0,2.0,60.0,1.8,0,1,1,0,0,16.0,224.2702,0,0
2755,1,1,1,120,0,1120,0,1,5.0,1,2.0,69.0,0.0,,,,,1,1,3,27.0,27.0,0,4072,1667,4072,1667,1582.0,255.0,0.0,59.0,1.0,1,33,2,5,0,27.0,36.0,2,180,,260.0,2,0,0,N,0,0,2.0,275.0,3.9,0,1,1,1,1,12.0,262.2301,0,0
2756,1,1,1,125,0,1120,0,1,8.0,1,4.0,49.0,0.0,,,,,1,0,0,5.0,5.0,1,2165,0,4106,0,1289.0,135.0,0.0,23.0,1.0,1,15,2,5,0,31.0,31.0,2,360,,145.0,2,1,0,N,0,0,2.0,109.0,2.0,0,0,1,0,0,16.0,219.6162,0,0
2757,1,1,1,100,1,1120,0,1,5.0,1,2.0,57.0,0.0,5,5.0,1.0,,1,0,0,4.0,1.0,0,1447,1287,3598,1287,1037.0,150.0,0.0,25.0,3.0,1,38,2,1,0,21.0,45.0,2,360,,152.0,2,0,0,N,1,0,2.0,42.0,3.2,0,1,1,0,1,12.0,224.7071,0,0
2758,1,1,1,100,0,1120,0,1,8.0,0,4.0,31.0,0.0,,,,,1,0,0,4.0,2.0,0,1292,0,2592,0,971.0,160.0,0.0,82.0,1.0,1,1,2,1,0,38.0,39.0,1,360,,174.0,2,0,0,N,0,0,2.0,96.0,3.2,0,0,1,0,0,19.0,219.6162,0,0
2759,1,1,1,148,1,1120,0,1,5.0,1,1.0,288.0,0.0,3,,,,1,0,0,999999.4,999999.4,0,0,14000,0,24000,1579.0,185.0,0.0,151.0,2.0,0,36,3,6,0,7.0,20.0,2,360,,185.0,2,0,0,N,0,0,2.0,46.0,3.6,0,0,1,0,0,16.0,219.6162,0,0
2761,1,1,1,90,0,1120,0,1,5.0,1,2.0,49.0,0.0,,,,,1,1,0,6.0,4.0,0,2083,2000,2083,2000,939.0,115.0,0.0,24.0,2.0,1,12,2,4,0,23.0,24.0,1,300,,134.0,1,0,0,N,0,0,2.0,24.0,3.2,0,0,0,0,1,18.0,330.547,0,0
2764,1,1,1,130,0,1120,0,1,5.0,0,1.0,33.0,0.0,,,,,1,1,0,2.5,2.5,0,2223,500,2423,505,1291.0,175.0,0.0,72.0,2.0,1,7,2,2,0,45.0,45.0,1,360,,180.0,1,0,0,N,0,0,2.0,90.0,3.2,0,1,0,0,0,20.0,300.2758,0,0
2767,1,1,2,240,0,1120,1,1,8.0,1,4.0,72.0,0.0,,,,,1,0,0,5.0,3.0,0,6000,0,8567,0,2230.0,300.0,68.0,188.0,1.0,1,18,1,1,0,26.0,61.0,1,360,,270.0,1,0,0,N,0,0,2.0,686.0,3.1,0,0,0,0,1,26.0,297.9504,1,0
2769,1,1,1,177,0,1120,0,1,5.0,1,1.0,89.0,0.0,,,,,1,0,0,4.0,1.0,0,2400,5000,2438,5200,1734.0,197.0,0.0,116.0,3.0,1,10,2,1,0,18.0,27.0,1,300,,200.0,2,0,0,N,1,0,2.0,542.0,3.2,0,0,1,0,0,16.0,222.3043,0,0
2771,1,1,1,600,0,1120,0,1,5.0,1,2.0,400.0,0.0,,,,,1,1,6,32.0,32.0,0,33333,0,39999,0,7788.0,1175.0,0.0,519.0,2.0,0,27,4,3,0,24.0,55.0,1,180,,1175.0,2,0,0,N,0,0,3.0,5417.0,1.8,0,0,1,1,0,14.0,275.814,0,0
2773,1,1,1,118,0,1120,1,1,8.0,0,4.0,40.0,0.0,,,,,1,0,0,16.0,8.0,0,3320,0,4120,0,1194.0,128.0,0.0,6.0,1.0,1,6,2,3,0,29.0,32.0,1,360,,127.0,1,0,0,N,0,0,2.0,46.0,3.2,0,0,1,1,1,18.0,467.1502,0,0
2774,1,1,2,240,0,1120,1,1,8.0,1,4.0,270.0,0.0,,,,,1,0,1,20.0,20.0,0,22500,0,24797,0,2230.0,300.0,0.0,2369.0,1.0,1,22,1,1,0,9.0,17.0,1,360,,270.0,1,0,0,N,0,0,2.0,3074.0,3.2,0,0,0,1,1,18.0,297.9504,1,0
2777,1,1,2,225,1,1120,0,1,5.0,1,2.0,63.0,0.0,,,1.0,,1,1,0,7.0,1.5,0,3042,2333,3860,2650,2300.0,280.0,0.0,4.0,2.0,0,19,1,3,0,35.0,47.0,1,300,,280.0,2,0,0,N,0,1,2.0,-5.0,4.3,0,0,1,0,0,16.0,209.8542,1,0
2778,1,1,2,160,0,1120,1,1,5.0,1,2.0,118.0,0.0,,,,,1,1,0,15.0,15.0,1,9833,0,10700,0,1450.0,228.0,68.0,96.0,2.0,1,20,1,1,0,14.0,14.0,1,360,,270.0,1,0,0,N,0,0,2.0,629.0,3.2,0,0,0,1,1,20.0,297.9504,1,0
2779,1,1,1,68,0,1120,0,1,8.0,0,4.0,40.0,0.0,,,,,1,0,0,6.0,6.0,0,3300,0,3300,0,923.0,80.0,0.0,1.0,1.0,1,13,2,1,0,28.0,38.0,1,300,,80.0,1,0,0,N,0,0,2.0,1.0,3.2,0,0,1,0,0,16.0,239.7836,0,0
2780,1,1,1,125,0,1120,0,1,5.0,1,2.0,72.0,0.0,,,,,2,1,0,22.0,22.0,1,4356,1600,4356,1600,1318.0,157.0,0.0,22.0,2.0,1,21,2,1,0,23.0,31.0,1,300,,164.0,2,0,0,N,0,0,2.0,12.0,3.9,0,0,0,1,1,12.0,211.0277,0,0
2781,1,1,2,160,0,1120,1,1,8.0,0,4.0,50.0,0.0,,,,,1,1,2,27.0,23.0,0,4200,0,5000,0,1450.0,228.0,68.0,49.0,1.0,1,4,1,1,0,29.0,53.0,1,360,,270.0,1,0,0,N,0,0,2.0,357.0,3.2,0,0,0,1,1,17.0,297.9504,1,0
2783,1,1,2,184,0,1120,0,1,5.0,1,1.0,50.0,0.0,,,,,1,0,0,3.0,3.0,0,2666,7210,4166,7210,1600.0,230.0,60.0,50.0,2.0,1,17,1,1,0,17.0,26.0,1,360,,260.0,1,0,0,N,0,0,2.0,169.0,3.1,0,0,1,0,0,16.0,239.7836,1,0
2785,1,1,1,288,0,1120,0,1,5.0,1,2.0,105.0,0.0,,,,,1,1,0,13.0,4.0,0,6250,2500,6750,5900,2416.89,320.0,0.0,241.0,2.0,1,40,1,3,0,20.0,20.0,1,300,,376.0,2,0,0,N,0,0,2.0,844.0,3.2,0,0,1,0,0,16.0,228.1231,0,0
2786,1,1,1,128,0,1120,0,1,5.0,1,2.0,60.0,0.0,,,,,1,0,1,17.0,17.0,1,5000,2600,6000,2786,1375.87,160.0,0.0,144.0,2.0,1,23,2,1,0,16.0,33.0,1,360,,160.0,2,0,0,N,0,0,2.0,320.0,3.2,0,1,1,1,0,16.0,237.0038,0,0
2787,1,1,1,75,0,1120,1,1,8.0,1,4.0,48.0,0.0,,,,,1,0,0,6.0,6.0,1,4000,0,6600,0,845.0,75.0,0.0,20.0,1.0,1,7,2,1,0,13.0,20.0,1,300,,137.0,2,0,0,N,0,0,2.0,339.0,3.2,0,1,0,0,1,12.0,270.6608,0,0
2789,1,1,2,200,0,1120,0,1,5.0,1,2.0,95.0,0.0,,,,,2,1,0,16.0,1.0,0,2917,5000,2917,5000,2200.0,170.0,0.0,53.0,2.0,0,20,1,3,1,28.0,52.0,1,240,,290.0,2,0,0,N,0,0,2.0,160.0,4.3,0,0,0,0,1,14.0,209.8517,1,0
2790,1,1,1,28,0,1120,0,1,8.0,0,4.0,35.0,0.0,,,,,1,0,0,21.0,1.2,0,2916,0,3016,0,450.88,31.0,0.0,141.0,1.0,1,19,2,1,0,15.0,33.0,1,300,,67.0,1,0,0,N,0,0,2.0,147.0,1.8,0,0,1,1,0,12.0,191.2606,0,0
2791,1,1,1,26,0,1120,0,1,5.0,0,2.0,60.0,0.0,,,,,1,0,0,5.0,5.0,0,2600,2388,2600,2388,464.42,29.0,0.0,7.0,2.0,1,19,2,2,0,10.0,19.0,1,300,,67.0,1,0,0,N,0,0,2.0,67.0,3.2,0,0,1,0,0,16.0,191.2606,0,0
2794,1,1,1,138,0,1120,0,1,5.0,0,1.0,71.0,0.0,,,,,1,1,0,8.0,3.0,0,2988,2332,2988,2900,1491.0,153.0,0.0,20.731,0.0,1,6,2,1,0,25.3,29.4,2,360,,153.0,2,1,0,Y,0,0,1.0,20.198,3.2,0,0,1,0,0,15.0,221.8538,0,0
2795,1,1,1,112,1,1120,0,1,8.0,1,4.0,51.0,0.0,6,6.0,,,1,0,0,999999.4,999999.4,0,0,0,0,0,1236.0,132.0,0.0,32.893,0.0,1,4,2,1,0,29.3,29.3,2,360,,132.0,2,0,0,N,0,1,2.0,54.509,3.6,0,1,1,0,0,12.0,236.4887,0,0
2798,1,1,1,75,0,1120,0,1,8.0,0,4.0,33.0,0.0,,,,,1,0,0,21.0,21.0,0,2478,0,2478,0,902.0,210.0,0.0,58.491,0.0,1,7,1,2,0,33.1,33.7,2,360,,213.0,2,0,0,N,0,0,1.0,185.82,3.9,0,0,1,1,0,12.0,221.8538,0,0
2799,1,1,1,40,0,1120,0,1,5.0,1,2.0,52.0,0.0,,,,,1,1,0,27.0,27.0,0,3881,433,3881,433,563.0,130.0,0.0,50.459,0.0,1,22,1,2,0,13.1,20.1,2,180,,130.0,2,0,0,N,0,0,1.0,273.61,2.0,0,0,1,1,0,18.0,251.9607,0,0
2800,1,1,1,40,0,1120,0,1,8.0,1,4.0,35.0,0.0,,,,,1,0,0,1.0,1.0,0,2925,0,2925,0,550.14,100.0,0.0,95.741,0.0,1,7,1,2,0,18.8,26.4,2,180,,118.0,2,0,0,N,0,0,2.0,108.11,10.6,0,1,1,0,0,16.0,191.3909,0,0
2802,1,1,1,108,0,1120,0,1,5.0,1,2.0,51.0,1.0,,,,,1,0,0,10.0,2.0,0,2356,1902,2356,1902,1074.0,120.0,0.0,18.0,2.0,1,9,2,2,0,25.22,27.97,2,360,,122.0,2,1,0,N,0,0,3.0,33.0,3.2,0,0,1,0,1,12.0,219.1658,0,0
2805,1,1,1,177,0,1120,0,1,8.0,1,4.0,75.0,0.0,,,,,1,0,0,13.0,1.0,0,6250,0,6250,0,1826.0,221.0,0.0,89.0,1.0,1,14,1,1,0,31.0,44.0,1,360,,221.0,1,0,0,N,0,0,3.0,187.0,3.2,0,0,1,0,1,17.0,219.1658,0,0
2806,1,1,1,632,0,1120,0,1,5.0,1,2.0,351.0,0.0,,,,,1,1,0,9.0,9.0,0,14583,5100,24166,5100,5535.0,790.0,0.0,183.0,1.0,1,32,1,1,0,18.91,26.73,1,360,,790.0,2,0,0,N,0,0,3.0,1427.0,3.2,0,0,1,1,0,18.0,233.6113,0,0
2807,1,1,1,110,0,1120,0,1,8.0,1,4.0,35.0,0.0,,,,,1,0,0,3.0,3.0,0,2940,0,2940,0,1124.0,152.0,0.0,55.0,1.0,1,8,2,1,0,38.0,41.0,1,360,,152.0,2,0,0,N,0,0,3.0,58.0,3.9,0,1,1,0,1,16.0,227.7416,0,0
2808,1,1,1,188,0,1120,0,1,5.0,1,2.0,143.0,1.0,,,,,1,1,2,16.0,0.17,0,6250,5654,6250,5654,2552.0,528.0,0.0,766.0,1.0,1,26,1,1,0,21.43,28.44,2,180,,556.0,2,0,0,N,0,0,3.0,946.0,3.1,0,0,1,1,0,16.0,195.0261,0,0
2809,1,1,1,40,0,1120,0,1,8.0,0,4.0,47.0,0.0,,,,,1,0,0,18.0,16.0,0,2608,0,2608,0,745.0,200.0,0.0,5.0,1.0,1,17,2,2,0,29.0,30.0,2,180,,200.0,1,0,0,N,0,0,3.0,314.0,3.2,0,0,1,1,1,15.0,219.1658,0,0
2810,1,1,1,30,0,1120,0,1,5.0,0,1.0,37.0,0.0,,,,,1,0,0,7.0,4.0,0,3112,0,3237,0,473.0,88.0,0.0,52.0,2.0,1,39,2,6,0,15.0,27.0,1,360,,90.0,1,0,0,N,0,0,3.0,64.0,1.8,0,0,1,0,0,18.0,302.83,0,0
2811,1,1,1,123,0,1120,0,1,5.0,1,2.0,49.0,1.0,,,,,1,0,0,6.0,6.0,0,2253,1835,2353,1835,1316.0,154.0,0.0,47.0,2.0,1,20,2,6,1,32.19,33.27,2,360,,160.0,2,0,0,N,0,0,3.0,97.0,3.9,0,1,1,0,0,14.0,220.1494,0,0
2812,1,1,1,168,0,1120,0,1,5.0,1,2.0,70.0,0.0,,,,,1,1,1,6.0,2.0,0,1560,4333,1560,4333,1717.0,210.0,0.0,96.0,1.0,1,13,2,1,0,29.14,30.73,1,360,,210.0,2,0,0,N,0,0,3.0,107.0,3.2,0,1,1,0,0,18.0,237.4862,0,0
2813,1,1,1,153,0,1120,0,1,5.0,1,2.0,71.0,1.0,,,,,1,1,1,19.0,2.5,0,3083,2831,3083,2831,1473.0,170.0,0.0,13.0,1.0,1,26,2,6,0,24.9,36.61,1,360,FST-TIME,170.0,2,1,0,Y,0,0,3.0,34.0,1.8,0,1,1,1,0,12.0,220.1494,0,0
2814,1,1,1,182,0,1120,0,1,8.0,0,4.0,53.0,0.0,,,,,1,0,0,999999.4,999999.4,0,0,0,4432,0,1889.0,227.0,0.0,683.0,1.0,1,20,1,6,0,42.61,43.91,2,360,,228.0,1,0,0,N,0,0,3.0,726.0,3.6,0,0,1,1,1,12.0,219.1658,0,0
2817,1,1,1,350,1,1120,0,1,5.0,0,1.0,732.0,0.0,3,3.0,,,1,0,4,2.0,2.0,0,416,41667,416,41667,5206.0,440.0,0.0,47.0,1.0,0,15,2,3,1,12.0,12.0,2,180,,440.0,2,0,0,N,0,0,2.0,62.0,1.8,0,0,1,1,1,18.0,251.0197,0,0
2819,1,1,1,280,0,1120,0,1,5.0,1,2.0,108.0,0.0,,,,,1,1,1,6.0,6.0,0,7417,1750,7417,1750,2927.0,370.0,0.0,115.0,1.0,1,15,1,2,0,32.0,36.0,1,360,,370.0,2,0,0,N,0,0,2.0,228.0,3.2,0,0,1,0,0,19.0,225.5325,0,0
2820,1,1,1,136,1,1120,0,1,5.0,1,2.0,120.0,0.0,137,1.0,7.0,3.0,1,1,0,18.0,18.0,0,2166,0,2766,0,1378.14,170.0,0.0,8.17,1.0,0,33,1,5,1,13.0,41.0,1,360,,170.0,2,0,0,N,1,1,2.0,151.0,8.9,0,1,1,1,0,12.0,237.4862,0,0
2821,1,1,1,70,0,1120,0,1,8.0,1,4.0,36.0,0.0,,,,,1,0,0,19.0,5.5,0,2383,0,2868,0,765.95,175.0,0.0,23.0,1.0,1,6,1,1,0,27.0,33.0,1,360,,175.0,2,0,0,N,0,0,2.0,-75.0,3.2,0,0,1,0,0,12.0,247.8925,0,0
2822,1,1,1,100,0,1120,0,1,5.0,1,2.0,36.0,0.0,,,,,1,1,5,5.0,5.0,1,1803,1367,1803,1367,1088.99,125.0,0.0,3.59,1.0,1,11,2,1,0,34.0,38.0,2,360,,205.0,2,0,0,N,0,0,2.0,8.79,10.6,0,0,1,0,0,9.0,247.8925,0,0
2823,1,1,1,75,0,1120,0,1,8.0,1,4.0,24.0,0.0,,,,,1,0,0,13.0,5.0,0,2400,0,2400,0,815.26,100.0,0.0,56.0,1.0,1,2,2,1,0,32.0,32.0,2,360,,125.0,2,0,0,N,0,0,2.0,56.0,3.2,0,0,1,1,0,14.0,213.5015,0,0
2824,1,1,1,158,1,1120,0,1,5.0,1,2.0,72.0,0.0,178,1.0,7.0,3.0,1,0,1,30.0,14.0,1,4053,1560,4053,2426,1608.98,175.0,0.0,22.0,1.0,0,16,2,6,1,24.0,32.0,2,360,,175.0,2,0,0,Y,0,0,2.0,54.26,3.2,0,0,1,1,0,12.0,247.8925,0,0
2825,1,1,1,68,0,1120,0,1,8.0,0,4.0,36.0,0.0,,,,,1,0,0,7.5,7.5,0,3045,0,3045,0,798.65,85.0,0.0,24.0,1.0,1,9,2,2,0,26.2,36.5,2,360,,110.0,1,0,0,Y,0,0,2.0,47.0,3.9,0,1,1,0,0,16.0,237.4862,0,0
2826,1,1,1,198,0,1120,0,1,5.0,1,2.0,86.0,0.0,,,,,1,1,0,12.0,2.0,0,3080,5000,3142,5000,1664.0,290.0,0.0,21.0,1.0,1,16,1,2,0,25.0,28.0,1,360,3YR-ARM,295.0,2,0,0,N,0,0,3.0,182.0,3.2,0,1,1,1,0,20.0,238.197,0,0
2827,1,1,1,200,0,1120,0,1,5.0,1,2.0,115.0,0.0,,,,,1,1,3,8.0,8.0,0,3484,3249,8479,3249,1573.0,385.0,0.0,231.0,1.0,1,24,1,2,0,19.0,35.0,1,360,1YR ARM,385.0,1,0,0,N,0,0,3.0,339.0,2.0,0,1,1,1,0,16.0,238.197,0,0
2828,1,1,1,60,0,1120,0,1,5.0,1,2.0,145.0,0.0,,,,,1,1,0,16.0,16.0,0,5000,0,12083,0,549.0,335.0,0.0,34.0,1.0,1,23,1,1,0,8.3,23.1,2,360,BI-WEEKLY,335.0,2,0,0,N,0,0,3.0,507.0,5.3,0,1,1,1,0,16.0,273.4321,0,0
2831,1,1,1,118,0,1120,0,1,5.0,1,2.0,56.0,0.0,,,,,1,1,0,10.0,3.0,0,4482,0,4482,0,1057.0,218.0,0.0,41.0,1.0,1,7,2,1,0,29.0,31.0,2,360,BI-WEEKLY,220.0,2,0,0,Y,0,0,3.0,69.0,3.2,0,0,1,0,0,17.0,224.0446,0,0
2833,1,1,1,200,0,1120,0,1,5.0,0,1.0,159.0,0.0,,,,,1,1,0,11.0,11.0,0,11250,2020,25750,4450,2803.0,367.0,0.0,612.0,1.0,1,12,1,1,0,7.4,11.4,2,360,,367.0,2,0,0,N,0,0,3.0,1437.0,4.3,0,0,1,0,0,17.0,257.0874,0,0
2834,1,1,1,235,0,1120,0,1,5.0,1,2.0,126.0,0.0,,,,,1,1,2,12.0,15.0,0,7500,0,10500,0,2085.0,478.0,0.0,222.0,1.0,1,23,1,2,0,29.8,30.0,2,360,FIXED-5,480.0,2,0,0,N,0,0,3.0,459.0,3.1,0,0,1,1,0,16.0,257.0874,0,0
2835,1,1,1,100,0,1120,0,1,8.0,1,4.0,54.0,9.0,,,,,1,0,0,5.0,5.0,1,3760,0,3760,0,1249.0,137.0,0.0,115.0,1.0,1,8,2,1,0,27.6,28.7,2,360,SOLD,145.0,2,0,0,N,0,0,3.0,125.0,10.6,0,1,1,0,0,12.0,220.2847,0,0
2837,1,1,1,90,0,1120,1,1,5.0,1,2.0,41.0,0.0,,,,,1,1,3,15.0,4.5,0,2427,542,2855,542,1000.0,101.0,0.0,17.0,0.0,1,0,2,1,0,32.0,43.0,2,360,,105.0,2,1,0,N,1,0,999999.4,41.0,3.2,0,0,1,1,1,12.0,249.8423,0,0
2838,1,1,1,162,0,1120,0,1,5.0,1,2.0,80.0,0.0,,,,,1,1,2,20.0,4.0,0,2101,3640,2927,4598,1200.0,180.0,0.0,60.0,0.0,1,0,2,1,0,25.0,35.0,1,360,,182.0,2,1,0,Y,0,0,999999.4,15.0,3.9,0,1,1,1,0,12.0,203.6794,0,0
2840,1,1,1,131,0,1120,1,1,8.0,0,4.0,48.0,0.0,,,,,1,0,1,8.0,2.5,0,3595,0,4028,0,1300.0,131.0,0.0,29.0,0.0,1,6,2,1,0,32.0,33.0,1,360,,162.0,2,0,0,Y,0,0,999999.4,-363.0,3.2,0,0,1,0,1,17.0,249.8423,0,0
2841,1,1,1,108,0,1120,1,1,5.0,1,2.0,38.0,0.0,,,,,1,1,1,9.0,9.0,0,1742,1400,1742,1400,1100.0,108.0,0.0,20.0,0.0,1,3,2,2,0,34.0,42.0,1,360,FIRST TIME,125.0,2,0,0,Y,0,0,999999.4,-650.0,4.3,0,1,0,0,1,12.0,280.0596,0,0
2843,1,1,1,80,0,1120,1,1,8.0,1,4.0,32.0,0.0,,,,,1,0,0,16.0,2.0,0,2650,0,2650,0,900.0,80.0,0.0,4.0,0.0,1,4,2,1,0,32.0,50.0,1,360,FIRST TIME,80.0,1,0,0,N,0,0,999999.4,4.0,3.9,0,0,1,0,1,14.0,249.8423,0,0
2847,1,1,1,83,0,1120,1,1,8.0,1,4.0,43.0,0.0,,,,,1,0,0,18.0,18.0,0,2874,0,3571,0,870.0,83.0,0.0,7.0,0.0,1,5,1,1,0,24.0,40.0,2,180,,83.0,1,0,0,N,0,0,999999.4,107.0,2.0,0,0,1,1,1,14.0,249.8423,0,0
2850,1,1,1,126,0,1120,0,1,8.0,1,4.0,39.0,0.0,,,,,1,0,0,5.0,5.0,0,2392,0,3256,0,1333.0,168.0,0.0,38.0,1.0,1,5,2,2,0,37.0,38.0,1,360,,172.0,2,0,0,Y,0,1,999999.4,-641.0,2.0,0,0,1,0,0,12.0,213.9908,0,0
2853,1,1,1,113,0,1120,0,1,8.0,0,4.0,45.0,0.0,,,,,1,0,0,3.0,1.0,0,2730,0,3584,0,1249.0,141.0,0.0,14.0,1.0,1,7,2,1,0,32.0,33.0,1,360,,141.0,1,0,0,Y,0,1,999999.4,-786.0,3.2,0,1,1,0,0,14.0,229.2407,0,0
2856,1,1,1,119,0,1120,0,1,8.0,0,4.0,65.0,0.0,,,,,2,0,0,25.0,15.75,0,5389,0,5389,0,1153.0,132.0,0.0,27.0,1.0,1,15,2,1,0,21.0,22.0,1,360,,132.0,1,0,0,Y,0,1,999999.4,-545.0,3.2,0,0,1,1,1,16.0,240.2116,0,0
2857,1,1,1,65,0,1120,0,1,5.0,1,1.0,48.0,0.0,,,,,1,1,0,15.0,15.0,0,1806,1700,3536,1700,670.0,65.0,0.0,9.14,2.0,1,7,1,2,1,33.0,38.0,2,360,,100.0,2,0,0,N,0,0,1.0,278.317,2.0,0,0,0,1,1,12.0,228.3876,0,0
2858,1,1,1,87,0,1120,0,1,5.0,1,2.0,54.0,0.0,,,,,1,1,0,5.0,1.0,0,2920,1612,2920,16,1059.62,147.0,0.0,106.0,2.0,1,10,2,1,0,33.0,38.0,2,360,,147.0,2,0,0,N,0,0,1.0,131.741,3.2,0,1,1,0,1,16.0,249.0143,0,0
