,seq,s3,s4,s5,s6,s7,s9,s11,s13,s14,s15,s16,s17,s18,s19a,s19b,s19c,s19d,s20,s23a,s24a,s25a,s26a,s27a,s30a,s30c,s31a,s31c,s32,s33,s34,s35,s39,s40,s41,s42,s43,s44,s45,s46,s47,s48,s49,s50,s51,s52,s53,s54,s55,s56,s57,netw,uria,rtdum,bd,mi,old,vr,school,chval,dnotown,dprop
1195,2482,1,1,1,96,1,1120,0,5,8.0,2,4.0,39.0,1.0,,,,,1.0,M,0,12.0,6.0,0,6200.0,3175.0,8550.0,4255.0,1981.0,381.0,0.0,117.0,1.0,1,16.0,1,1,0,17.0,17.0,2,360.0,,385.0,2,0,0,N,0,0,1.0,299.0,3.2,0,0,0,1,0,19.0,324.5283,0,0
1196,2484,1,1,1,284,1,1120,1,3,8.0,1,4.0,140.0,0.0,,,,,1.0,M,2,10.0,4.0,0,1164.0,0.0,1164.0,0.0,3344.0,380.0,0.0,35.0,1.0,1,31.0,2,1,0,29.0,37.0,1,360.0,,380.0,2,0,0,N,0,0,1.0,105.0,3.2,0,1,1,0,0,24.0,279.7201,0,0
1197,2485,1,1,1,55,3,1120,0,5,5.0,1,2.0,59.0,,,9.0,,,1.0,M,0,30.0,21.0,0,3539.0,1376.0,3539.0,1376.0,744.0,73.0,98.0,24.0,1.0,1,14.0,2,1,0,15.0,24.0,2,360.0,,73.0,1,0,0,N,0,0,1.0,106.0,3.2,0,0,1,1,1,20.0,212.2272,0,0
1198,2486,1,1,1,9,3,1120,0,5,8.0,2,4.0,28.0,,,9.0,,,1.0,U,0,3.5,3.5,0,2046.0,0.0,2378.0,0.0,636.0,61.0,82.0,9.0,1.0,1,11.0,1,1,0,28.0,35.0,2,360.0,,62.0,1,0,0,Y,0,0,1.0,43.0,3.2,0,0,1,1,1,13.0,212.2272,0,0
1199,2487,1,1,1,46,3,1120,0,5,8.0,2,4.0,28.0,,,9.0,,,1.0,U,0,3.5,3.5,0,2046.0,0.0,2378.0,0.0,636.0,61.0,410.0,9.0,1.0,1,11.0,1,2,0,28.0,35.0,2,360.0,,62.0,1,0,0,Y,0,0,1.0,43.0,3.2,0,0,1,1,1,13.0,212.2272,0,0
1200,2489,1,1,1,126,1,1120,0,5,5.0,1,2.0,66.0,1.0,,,,,1.0,U,0,4.0,1.53,0,2583.0,2917.0,2583.0,2917.0,1286.0,158.0,0.0,46.0,2.0,1,17.0,2,5,0,23.0,32.0,2,360.0,,158.0,2,0,0,N,0,0,1.0,42.0,4.3,0,0,1,0,0,16.0,239.7836,0,0
1201,2492,1,1,1,144,1,1120,0,5,5.0,1,2.0,65.0,0.0,,,,,1.0,M,0,7.0,0.5,0,2500.0,2883.0,2500.0,2883.0,1513.0,169.0,0.0,57.0,1.0,1,17.0,2,1,0,28.0,33.0,2,360.0,,170.0,2,1,0,Y,0,0,1.0,82.0,1.8,0,0,1,0,0,16.0,215.4068,0,0
1202,2493,1,1,1,201,1,1120,0,5,8.0,1,4.0,96.0,0.0,,,,,1.0,M,0,28.0,28.0,0,8000.0,0.0,8000.0,0.0,2111.0,251.0,0.0,112.0,1.0,1,15.0,1,1,0,26.0,35.0,1,360.0,,255.0,2,0,0,N,0,0,1.0,238.0,3.2,0,0,1,1,0,18.0,233.6113,0,0
1203,2494,1,1,1,72,3,1120,0,5,8.0,1,4.0,58.0,,,,,,1.0,S,2,22.0,8.0,0,4855.0,0.0,4855.0,0.0,858.0,76.0,0.0,6.0,1.0,1,22.0,1,6,0,18.0,39.0,2,360.0,,76.0,1,0,0,N,0,0,1.0,8.0,5.3,0,0,1,0,1,16.0,212.2272,0,0
1204,2495,1,1,1,185,1,1120,1,5,8.0,2,4.0,110.0,1.0,,,,,1.0,U,0,5.0,1.0,0,9167.0,0.0,9167.0,0.0,2465.0,275.0,0.0,25.0,1.0,1,13.0,2,6,0,27.0,28.0,2,360.0,,278.0,1,0,0,Y,0,0,1.0,130.0,3.2,0,0,0,0,1,24.0,900.002,0,0
1205,2496,1,1,2,161,3,1120,0,5,5.0,1,2.0,999999.4,,56,5.0,6.0,,1.0,M,1,15.0,0.08,0,5333.0,0.0,5333.0,0.0,482.0,179.0,0.0,15.0,1.0,1,27.0,2,6,0,31.0,40.0,2,360.0,,180.0,2,1,0,Y,0,1,2.0,93.0,3.2,0,1,1,1,0,16.0,225.2125,1,0
1206,2497,1,1,1,121,1,1120,0,3,8.0,2,4.0,28.0,0.0,,,,,1.0,U,0,10.0,10.0,1,12724.0,0.0,12724.0,0.0,2795.0,383.0,0.0,362.0,1.0,1,22.0,1,1,0,22.0,47.0,1,360.0,,383.0,1,0,0,N,0,0,1.0,1369.0,3.2,0,0,0,1,1,20.0,188.6581,0,0
1207,2500,1,1,1,48,1,1120,0,5,8.0,2,4.0,27.0,1.0,,,,,1.0,U,1,11.0,11.0,0,2208.0,0.0,2250.0,0.0,641.0,60.0,0.0,83.0,1.0,1,6.0,2,1,0,28.0,38.0,2,360.0,,84.0,1,0,0,Y,0,0,1.0,104.0,3.1,0,0,0,1,1,13.0,224.8014,0,0
1208,2501,1,1,1,144,1,1120,1,5,8.0,1,4.0,42.0,0.0,,,,,1.0,U,0,12.0,1.0,0,3467.0,0.0,3467.0,0.0,1564.0,160.0,0.0,54.0,3.0,1,34.0,3,6,0,23.0,39.0,2,360.0,,162.0,1,1,0,N,1,0,1.0,405.0,4.3,0,0,1,0,1,16.0,999999.4,0,0
1209,2508,1,1,1,104,1,1120,1,5,5.0,1,2.0,55.0,0.0,,,,,1.0,M,0,5.0,5.0,0,2500.0,2118.0,2500.0,2118.0,1068.0,115.0,209.0,26.0,1.0,1,22.0,2,6,0,23.0,32.0,2,360.0,,119.0,2,1,0,N,0,0,1.0,59.0,10.6,0,0,1,0,0,16.0,322.2491,0,0
1210,2509,1,1,1,191,1,1120,0,5,5.0,1,2.0,115.0,0.0,,,,,1.0,M,0,3.0,3.0,1,9560.0,0.0,9560.0,0.0,2924.0,410.0,0.0,76.0,1.0,1,27.0,1,6,0,30.0,37.0,2,360.0,,418.0,2,0,0,Y,0,0,1.0,261.0,3.1,0,0,1,0,0,16.0,222.4111,0,0
1211,2511,1,1,1,77,1,1120,1,5,5.0,1,2.0,120.0,0.0,,,,,1.0,M,0,5.0,3.0,0,6500.0,1000.0,9000.0,1000.0,2691.0,378.0,77.0,51.0,1.0,1,26.0,1,1,0,27.0,49.0,2,360.0,,386.0,2,0,0,N,0,0,1.0,-1.0,3.2,0,0,1,0,1,19.0,300.456,0,0
1212,2514,1,1,2,137,1,1120,1,5,5.0,1,2.0,253.0,0.0,,,,,1.0,M,0,36.0,36.0,1,21117.0,0.0,21117.0,0.0,1577.0,171.0,0.0,429.0,1.0,1,23.0,1,1,0,9.0,17.0,1,360.0,,181.0,1,0,0,N,0,0,1.0,3124.0,4.3,0,0,1,1,1,17.0,270.3711,1,0
1213,2519,1,1,1,90,1,1120,0,5,5.0,2,2.0,230.0,0.0,,,,,1.0,M,0,10.0,1.5,0,2175.0,2388.0,2644.0,2389.0,1388.0,154.0,0.0,16.0,1.0,1,23.0,2,1,0,29.0,33.0,1,360.0,FTHB,154.0,2,1,0,Y,0,0,1.0,20.0,3.1,1,1,0,0,1,16.0,455.942,0,0
1214,2520,1,1,1,108,1,1120,0,3,3.0,1,2.0,41.0,1.0,,,,,1.0,M,2,10.0,10.0,1,6250.0,1300.0,6250.0,1300.0,2019.0,318.0,0.0,27.0,1.0,1,25.0,2,5,0,27.0,33.0,1,360.0,,318.0,2,0,0,N,0,0,1.0,607.0,4.3,0,0,0,1,1,18.0,293.0956,0,0
1215,2521,1,1,1,148,1,1120,0,5,8.0,2,4.0,71.0,0.0,,,,,1.0,U,0,4.0,4.0,0,3640.0,0.0,5894.0,0.0,1421.0,185.0,0.0,69.0,1.0,1,13.0,2,1,0,26.0,27.0,1,360.0,FTHB,186.0,1,0,0,N,0,0,1.0,74.0,3.9,0,0,1,0,0,16.0,320.4241,0,0
1216,2522,1,1,1,126,1,1120,0,5,4.0,1,2.0,74.0,1.0,,,,,1.0,U,0,7.0,0.1,0,3542.0,0.0,3542.0,0.0,1044.0,114.0,0.0,32.0,1.0,1,3.0,1,5,0,29.0,32.0,2,360.0,,115.0,1,0,0,N,0,0,1.0,99.0,3.2,0,1,0,0,1,18.0,346.6667,0,0
1217,2525,1,1,1,246,1,1120,0,5,5.0,1,2.0,100.0,0.0,,,,,1.0,M,2,10.0,0.1,0,7333.0,0.0,8333.0,0.0,2243.0,265.0,0.0,30.0,1.0,1,31.0,1,1,0,27.0,35.0,1,360.0,,265.0,2,1,0,N,0,0,1.0,175.0,3.6,0,0,1,1,1,20.0,268.8342,0,0
1218,2526,1,1,1,134,1,1120,0,5,5.0,1,2.0,58.0,0.0,,,,,1.0,M,0,5.0,0.5,0,2333.0,2491.0,2333.0,2491.0,1496.0,167.0,0.0,63.0,1.0,1,14.0,2,1,0,31.0,33.0,1,360.0,FTHB,180.0,1,0,0,Y,0,0,1.0,69.0,3.2,0,0,1,0,1,19.0,258.8249,0,0
1219,2528,1,1,1,360,1,1120,0,5,5.0,1,2.0,155.0,9.0,,,,,1.0,M,0,10.0,9.0,1,7820.0,5091.0,7820.0,5091.0,3706.0,450.0,0.0,87.0,1.0,1,15.0,2,1,0,29.0,29.0,2,360.0,1ST TIME,453.0,2,0,0,N,0,0,2.0,410.0,3.6,0,0,1,1,0,19.0,275.814,0,0
1220,2529,1,1,1,132,1,1120,0,5,5.0,1,2.0,71.0,0.0,,,,,1.0,U,0,2.0,2.0,0,2503.0,1433.0,4503.0,1433.0,1284.0,165.0,0.0,31.0,1.0,1,16.0,2,1,0,22.0,32.0,2,300.0,,166.0,2,0,0,N,0,0,2.0,15.0,2.0,0,0,1,0,0,13.0,216.386,0,0
1221,2530,1,1,1,154,1,1120,0,5,5.0,1,2.0,70.0,0.0,,,,,1.0,U,0,3.0,3.0,0,3385.0,1234.0,4609.0,1234.0,1495.0,172.0,0.0,15.0,1.0,1,7.0,2,1,0,26.0,37.0,1,360.0,FTHB,172.0,2,1,0,N,0,0,2.0,24.0,2.0,0,1,1,0,0,18.0,221.4764,0,0
1222,2531,1,1,1,174,1,1120,0,5,5.0,1,2.0,80.0,0.0,,,,,1.0,U,0,5.0,5.0,0,3792.0,2908.0,3792.0,2908.0,1657.0,193.0,0.0,45.0,1.0,1,10.0,2,1,0,25.0,26.0,1,360.0,FTHB,195.0,2,1,0,N,0,0,2.0,67.0,3.2,0,0,1,0,0,18.0,250.9457,0,0
1223,2532,1,1,1,131,1,1120,0,5,5.0,1,2.0,56.0,0.0,,,,,1.0,U,0,4.0,1.0,0,2083.0,2617.0,2083.0,2617.0,1261.0,145.0,0.0,38.0,1.0,1,13.0,2,1,0,27.0,35.0,1,360.0,FTHB,148.0,2,1,0,N,0,0,2.0,12.0,4.3,0,0,1,0,0,16.0,249.4382,0,0
1224,2533,1,1,1,142,1,1120,0,5,5.0,1,2.0,62.0,0.0,,,,,1.0,M,0,5.0,1.0,0,3333.0,1817.0,3333.0,1817.0,1296.0,155.0,0.0,21.0,1.0,1,7.0,2,1,0,25.0,26.0,1,360.0,FTHB,155.0,2,1,0,Y,0,0,2.0,31.0,3.1,0,1,0,0,1,16.0,304.5012,0,0
1225,2534,1,1,1,131,1,1120,0,5,5.0,1,2.0,75.0,0.0,,,,,1.0,M,1,10.0,3.0,0,4333.0,1908.0,4333.0,1908.0,1269.0,164.0,0.0,20.0,1.0,1,10.0,2,1,0,20.0,31.0,1,360.0,FTHB,170.0,2,0,0,N,0,0,2.0,29.0,1.8,0,0,1,0,0,15.0,225.1437,0,0
1226,2536,1,1,1,212,1,1120,0,5,5.0,2,2.0,89.0,0.0,,,,,1.0,U,0,3.0,3.0,0,2687.0,1387.0,2687.0,1387.0,2240.0,265.0,0.0,46.0,1.0,1,7.0,2,1,0,30.0,35.0,2,300.0,,265.0,2,0,0,N,1,0,2.0,63.0,3.2,0,0,1,0,1,15.0,222.5091,0,0
1227,2539,1,1,1,149,3,1120,0,3,7.0,1,3.0,71.0,0.0,1,1.0,,,2.0,U,0,3.0,3.0,0,1750.0,2125.0,1750.0,2125.0,1446.0,165.0,8.25,5.1,1.0,1,26.0,2,2,0,32.0,55.0,1,360.0,FTHB,165.0,2,0,0,N,0,1,2.0,-16.5,4.3,0,0,0,0,1,10.0,293.0956,0,0
1228,2543,1,1,1,113,1,1120,1,5,5.0,1,2.0,48.0,0.0,,,,,1.0,M,0,10.0,1.0,0,1903.0,2059.0,1970.0,2059.0,1141.0,146.0,0.0,53.0,1.0,1,3.0,2,1,0,28.0,31.0,2,300.0,,146.0,2,0,0,N,0,0,2.0,103.0,2.0,0,0,1,0,1,16.0,260.9567,0,0
1229,2545,1,1,1,300,1,1120,0,5,5.0,2,1.0,190.0,0.0,,,,,1.0,M,0,999999.4,999999.4,0,10.0,15848.0,10.0,15848.0,3146.0,550.0,0.0,124.0,1.0,1,23.0,1,2,0,14.0,24.0,2,300.0,,550.0,2,0,0,N,0,0,2.0,1097.0,3.6,0,0,1,1,0,12.0,275.814,0,0
1230,2547,1,1,1,125,1,1120,0,5,5.0,1,2.0,49.0,0.0,,,,,1.0,U,0,6.0,6.0,1,1623.0,2474.0,1599.0,2474.0,1278.0,156.0,0.0,34.0,1.0,1,9.0,2,1,0,31.0,34.0,2,300.0,,156.0,2,0,0,N,0,0,2.0,61.0,3.2,0,0,1,0,0,12.0,224.7775,0,0
1231,2549,1,1,1,158,3,1120,0,3,3.0,2,1.0,78.0,0.0,3,3.0,,,1.0,M,2,9.0,2.0,0,3023.0,3482.0,3023.0,3482.0,1570.0,175.0,0.0,19.0,1.0,0,15.0,2,6,1,23.0,30.0,1,360.0,FTHB,175.0,2,0,0,N,0,0,2.0,45.0,3.2,1,1,0,1,0,16.0,333.1986,0,0
1232,2550,1,1,1,220,1,1120,0,5,2.0,1,2.0,88.0,0.0,,,,,1.0,M,0,8.0,8.0,1,7377.0,10.0,7415.0,10.0,2400.0,275.0,0.0,58.0,1.0,1,10.0,1,1,0,32.0,33.0,2,300.0,,295.0,2,0,0,N,0,0,2.0,200.0,3.2,0,0,1,0,1,21.0,258.8249,0,0
1233,2551,1,1,1,116,3,1120,1,5,8.0,2,4.0,50.0,0.0,3,3.0,,,1.0,U,0,7.0,5.0,0,4166.0,0.0,4166.0,0.0,1296.0,129.0,0.0,8650.0,1.0,0,16.0,2,3,1,31.0,37.0,1,360.0,,129.0,1,0,0,N,0,0,2.0,23448.0,3.2,0,0,0,0,1,16.0,200.5807,0,0
1234,2552,1,1,1,118,1,1120,0,5,5.0,1,2.0,71.0,0.0,,,,,1.0,M,0,12.0,4.0,0,4000.0,1906.0,4000.0,1906.0,1167.0,147.0,0.0,29.0,1.0,1,5.0,2,1,0,20.0,25.0,1,360.0,FTHB,147.0,2,0,0,N,0,0,2.0,64.0,3.2,0,1,1,0,1,14.0,219.7834,0,0
1235,2553,1,1,1,380,1,1120,0,5,5.0,1,2.0,188.0,0.0,,,,,1.0,M,2,10.0,7.0,1,7873.0,7873.0,9323.0,7873.0,3548.0,484.0,0.0,93.0,1.0,1,17.0,1,1,0,21.0,29.0,1,300.0,,485.0,2,0,0,N,0,0,2.0,400.0,3.2,0,1,1,1,0,19.0,273.4321,0,0
1236,2554,1,1,1,135,1,1120,0,5,5.0,2,2.0,90.0,0.0,,,,,1.0,U,0,12.0,12.0,0,2941.0,3125.0,3086.0,3494.0,1398.0,151.0,0.0,26.0,1.0,1,12.0,1,2,0,20.0,32.0,2,360.0,,152.0,2,1,0,N,0,0,3.0,129.0,3.2,0,1,1,0,0,18.0,224.2702,0,0
1237,2555,1,1,1,100,1,1120,0,5,5.0,1,2.0,87.0,3.0,,,,,1.0,M,1,13.0,4.0,0,2576.0,2883.0,3436.0,3809.0,1067.0,125.0,0.0,35.0,1.0,1,14.0,1,2,0,15.0,36.0,2,360.0,,130.0,1,0,0,N,0,0,3.0,211.0,3.1,0,1,1,0,0,14.0,219.8179,0,0
1238,2556,1,1,1,132,1,1120,0,5,5.0,2,2.0,74.0,3.0,,,,,1.0,U,0,4.0,4.0,0,3166.0,2985.0,3166.0,2985.0,1415.0,165.0,0.0,8.0,1.0,1,7.0,1,1,0,23.0,24.0,2,360.0,,167.0,2,0,0,N,0,0,3.0,108.0,3.2,0,0,1,0,0,16.0,231.5753,0,0
1239,2557,1,1,1,168,1,1120,0,5,5.0,1,2.0,65.0,0.0,,,,,1.0,M,0,12.0,6.0,0,3250.0,4375.0,3250.0,4375.0,2083.0,185.0,0.0,4200.0,2.0,1,28.0,1,1,0,4.0,10.0,2,180.0,,210.0,2,0,0,N,1,0,3.0,6214.0,3.2,0,0,1,0,1,19.0,244.4367,0,0
1240,2558,1,1,1,130,1,1120,0,5,5.0,1,2.0,55.0,3.0,,,,,1.0,M,0,3.0,1.0,0,1834.0,1750.0,2824.0,1750.0,1317.0,144.0,0.0,26.0,1.0,1,8.0,2,1,0,28.0,34.0,2,360.0,,145.0,2,1,0,N,0,0,3.0,42.0,3.1,0,1,1,0,0,14.0,237.8392,0,0
1241,2559,1,1,1,180,1,1120,0,5,5.0,1,2.0,71.0,0.0,,,,,1.0,U,0,8.0,5.0,0,3083.0,2318.0,3566.0,2333.0,1747.0,150.0,0.0,14.1,4.0,1,28.0,3,2,1,30.0,43.0,1,360.0,,270.0,2,0,0,N,0,0,1.0,128.1,10.6,0,0,1,0,1,12.0,230.5403,0,0
1242,2560,1,1,1,200,1,1120,0,5,8.0,1,4.0,77.0,1.0,,,,,1.0,U,0,10.0,2.0,1,6400.0,0.0,6400.0,0.0,1942.0,205.0,0.0,999999.4,2.0,1,7.0,2,1,0,30.0,39.0,1,360.0,,280.5,2,0,0,N,0,0,1.0,31.3,4.3,0,0,1,0,1,16.0,198.2371,0,0
1243,2562,1,1,1,111,1,1120,0,5,8.0,2,4.0,46.0,0.0,,,,,1.0,U,0,2.0,2.0,0,2333.0,0.0,3846.0,0.0,1072.0,139.0,0.0,18.757,2.0,1,5.0,2,2,0,28.0,31.0,1,360.0,,143.0,2,0,0,N,0,0,1.0,50.204,4.3,0,1,1,0,0,16.0,231.5018,0,0
1244,2567,1,1,1,132,1,1120,0,5,8.0,2,4.0,60.0,0.0,,,,,1.0,U,0,12.0,6.5,0,5000.0,0.0,5000.0,0.0,1282.0,155.0,0.0,3.75,2.0,1,13.0,2,2,0,26.0,37.0,1,360.0,,195.0,1,0,0,Y,0,0,1.0,40.25,5.3,0,1,1,0,0,18.0,240.5591,0,0
1245,2568,1,1,1,200,1,1120,0,5,5.0,1,2.0,96.0,0.0,,,,,1.0,M,2,11.0,0.17,0,7500.0,0.0,8000.0,0.0,1980.0,335.0,0.0,90.5,4.0,1,9.0,1,1,0,25.0,31.0,1,360.0,,333.5,2,0,0,N,0,0,1.0,299.4,1.8,0,1,1,0,1,16.0,219.7834,0,0
1246,2569,1,1,1,175,1,1120,0,5,5.0,1,2.0,97.0,0.0,,,,,1.0,S,0,14.0,4.0,0,5792.0,1758.0,6292.0,1758.0,2081.0,346.7,0.0,186.6,4.0,1,16.0,1,2,0,26.0,37.0,2,180.0,,351.0,2,0,0,N,0,0,1.0,348.4,5.3,0,0,1,1,0,18.0,195.0261,0,0
1247,2570,1,1,1,330,1,1120,0,5,5.0,1,2.0,213.0,0.0,,,,,1.0,M,0,6.0,1.5,1,4167.0,11209.0,5517.0,12209.0,3095.0,180.0,329.0,63.4,4.0,1,7.0,2,1,0,20.0,24.0,1,360.0,,509.0,2,0,0,N,0,0,1.0,502.8,1.8,0,0,1,0,0,13.0,278.0483,0,0
1248,2571,1,1,1,450,1,1120,0,5,5.0,1,2.0,265.0,0.0,,,,,1.0,M,0,18.0,18.0,0,22000.0,0.0,22108.0,0.0,5259.0,650.0,0.0,365.0,4.0,1,19.0,1,1,0,24.0,37.0,1,360.0,,686.0,2,0,0,N,0,0,1.0,873.1,1.8,0,0,1,1,0,18.0,221.404,0,0
1249,2572,1,1,1,140,1,1120,0,5,8.0,1,4.0,54.0,0.0,,,,,1.0,S,0,17.0,17.0,0,3384.0,0.0,4500.0,0.0,1237.0,140.0,0.0,35.8,2.0,1,14.0,2,1,0,27.0,35.0,1,360.0,,140.0,1,0,0,N,0,0,1.0,45.8,3.2,0,0,1,1,0,14.0,243.656,0,0
1250,2573,1,1,2,175,1,1120,0,5,5.0,1,2.0,84.0,0.0,,,,,1.0,M,1,15.0,5.0,1,5000.0,500.0,6500.0,500.0,1801.0,185.0,0.0,999999.4,4.0,1,14.0,1,2,0,26.0,29.0,1,360.0,,250.0,2,0,0,N,0,0,1.0,195.5,10.6,0,1,1,0,0,14.0,206.7355,1,0
1251,2576,1,1,1,170,1,1120,0,5,5.0,1,2.0,82.0,0.0,,,,,1.0,M,1,6.0,6.0,0,5000.0,1000.0,5865.0,1000.0,1944.0,455.0,0.0,180.0,4.0,1,11.0,1,2,0,28.0,29.0,2,180.0,,466.5,2,0,0,N,0,0,1.0,603.6,3.9,0,0,1,1,1,16.0,230.5403,0,0
1252,2578,1,1,2,252,1,1120,0,5,8.0,1,4.0,396.0,0.0,,,,,1.0,M,3,999999.4,999999.4,1,33000.0,0.0,33000.0,0.0,2212.0,275.0,0.0,338.0,2.0,1,12.0,1,1,0,7.0,7.0,1,360.0,,335.0,2,0,0,N,0,0,1.0,5344.8,10.6,0,0,1,2,0,999999.4,195.0261,1,0
1253,2579,1,1,1,274,1,1120,0,5,5.0,1,2.0,105.0,0.0,,,,,1.0,M,0,1.5,1.5,0,4167.0,4583.0,4167.0,4563.0,2846.0,342.5,0.0,93.4,2.0,1,9.0,2,1,0,33.0,36.0,1,360.0,,342.5,2,0,0,N,0,0,1.0,102.8,2.0,0,0,1,1,0,19.0,195.0261,0,0
1254,2581,1,1,1,140,1,1120,0,5,5.0,1,1.0,67.0,0.0,,,,,1.0,M,2,20.0,20.0,0,3142.0,1250.0,4363.0,1250.0,1261.0,85.0,180.0,61.5,4.0,1,15.0,1,1,0,22.0,25.0,1,360.0,,265.0,2,0,0,N,0,0,1.0,257.5,10.6,0,0,1,1,1,16.0,193.6863,0,0
1255,2582,1,1,2,95,1,1120,0,5,5.0,1,2.0,36.0,0.0,,,,,1.0,M,1,18.0,18.0,1,2320.0,0.0,2895.0,0.0,508.0,135.0,0.0,999999.4,2.0,1,4.0,2,1,0,18.0,21.0,1,360.0,,135.0,2,0,0,N,0,0,1.0,495.6,10.6,0,0,1,1,1,14.0,189.8068,1,0
1256,2583,1,1,2,75,1,1120,0,5,5.0,1,2.0,113.0,0.0,,,,,1.0,M,0,26.0,999999.4,0,7490.0,0.0,9323.0,0.0,969.0,140.0,0.0,154.1,4.0,1,4.0,1,2,0,10.0,13.0,2,180.0,,165.0,2,0,0,N,0,0,1.0,565.5,4.3,0,0,1,1,0,15.0,198.0045,1,0
1257,2585,1,1,1,130,1,1120,0,5,5.0,1,4.0,59.0,0.0,,,,,1.0,U,0,22.0,1.0,0,4917.0,0.0,4917.0,0.0,1137.0,130.0,0.0,9.6,2.0,0,9.0,4,2,1,23.0,34.0,1,360.0,,130.0,1,0,0,N,0,0,1.0,104.2,4.3,0,0,1,1,0,25.0,243.656,0,0
1258,2586,1,1,1,105,1,1120,0,5,5.0,1,2.0,39.0,0.0,,,,,1.0,M,0,5.0,3.0,0,3282.0,0.0,3282.0,0.0,1085.0,115.0,0.0,999999.4,2.0,1,7.0,1,2,0,33.0,39.0,1,360.0,,145.0,2,0,0,N,0,0,1.0,-42.718,3.2,0,1,1,0,0,16.0,209.7944,0,0
1259,2587,1,1,1,100,1,1120,0,5,8.0,2,4.0,43.0,0.0,,,,,1.0,U,0,5.0,1.0,0,3358.0,0.0,3635.0,0.0,1040.0,145.5,0.0,34.161,2.0,1,2.0,2,2,0,29.0,30.0,1,360.0,,146.5,2,0,0,N,0,0,1.0,45.193,2.0,0,1,1,0,0,18.0,209.7944,0,0
1260,2589,1,1,1,130,1,1120,0,5,5.0,1,2.0,81.0,0.0,,,,,1.0,M,0,6.0,6.0,0,4405.0,2340.0,4405.0,2340.0,1137.0,130.0,0.0,2.57,4.0,1,27.0,2,1,0,17.0,29.0,1,360.0,,130.0,1,0,0,N,0,0,1.0,-11.82,3.1,0,0,1,0,0,17.0,243.656,0,0
1261,2590,1,1,1,165,1,1120,0,5,5.0,1,2.0,138.0,0.0,,,,,1.0,M,2,20.0,1.0,0,8333.0,3167.0,8333.0,3167.0,1328.0,316.5,0.0,100.166,4.0,1,19.0,1,1,0,12.0,17.0,1,360.0,,331.0,2,0,0,N,0,0,1.0,462.622,3.2,0,0,1,1,1,17.0,230.5403,0,0
1262,2592,1,1,1,125,1,1120,0,5,5.0,1,2.0,60.0,0.0,,,,,1.0,M,3,32.0,27.0,0,3565.0,1438.0,3565.0,1438.0,1351.0,84.0,0.0,999999.4,4.0,1,11.0,2,1,0,27.0,37.0,1,360.0,,262.0,2,0,0,N,0,0,1.0,176.2,3.2,0,0,1,1,0,12.0,233.6113,0,0
1263,2593,1,1,1,232,3,1120,0,5,5.0,1,2.0,72.0,,1,1.0,,,1.0,M,0,17.0,17.0,1,3900.0,2094.0,3900.0,2094.0,2400.0,282.5,0.0,68.6,4.0,1,15.0,2,2,0,37.0,44.0,1,360.0,,282.5,2,0,0,N,0,0,1.0,79.2,3.2,0,1,1,1,0,20.0,273.0767,0,0
1264,2594,1,1,1,192,1,1120,0,5,5.0,1,2.0,85.0,0.0,,,,,1.0,M,2,5.0,2.0,0,6250.0,820.0,6250.0,820.0,2012.0,240.0,0.0,163.7,4.0,1,9.0,1,5,0,28.0,37.0,1,360.0,,291.2,2,0,0,N,0,0,1.0,72.5,3.2,0,0,1,0,0,20.0,222.4111,0,0
1265,2595,1,1,2,100,1,1120,0,5,5.0,1,2.0,60.0,0.0,,,,,1.0,M,1,20.0,999999.4,0,3782.0,500.0,4702.0,527.0,1006.0,128.0,0.0,74.9,4.0,1,9.0,1,1,0,23.0,25.0,1,360.0,,130.7,2,0,0,N,0,0,1.0,198.5,3.1,0,0,1,1,0,17.0,198.0045,1,0
1266,2596,1,1,1,124,1,1120,0,5,8.0,2,4.0,49.0,0.0,,,,,1.0,S,0,15.0,0.1,0,2542.0,0.0,4100.0,0.0,1044.0,124.6,0.0,6.7,2.0,1,1.0,2,2,0,25.0,26.0,1,360.0,,124.6,1,0,0,N,0,0,1.0,27.9,1.8,0,0,1,1,0,12.0,243.656,0,0
1267,2597,1,1,1,35,3,1120,0,5,8.0,1,4.0,17.0,,12,,,,1.0,U,0,7.0,7.0,0,1442.0,0.0,1442.0,0.0,423.0,35.0,0.0,999999.4,2.0,1,3.0,2,1,0,29.0,75.0,1,360.0,,78.0,2,0,0,N,0,0,1.0,87.986,8.9,0,1,1,1,0,12.0,245.7018,0,0
1268,2598,1,1,1,60,1,1120,0,5,8.0,1,4.0,64.0,0.0,,,,,1.0,S,0,9.0,9.0,0,4000.0,0.0,5400.0,0.0,664.0,100.0,0.0,74.4,2.0,1,5.0,2,1,0,12.0,17.5,1,360.0,,118.0,2,0,0,N,0,0,1.0,95.65,4.3,0,0,1,1,0,14.0,198.0045,0,0
1269,2599,1,1,1,190,1,1120,0,5,5.0,1,2.0,138.0,0.0,,,,,1.0,M,0,999999.4,999999.4,0,5000.0,3000.0,8500.0,3000.0,2017.0,180.0,0.0,999999.4,2.0,1,11.0,2,1,0,18.0,18.0,1,360.0,,255.0,2,0,0,N,0,0,1.0,1519.6,1.8,0,1,1,1,0,16.0,245.7018,0,0
